,Rating,title,date,stock
129603,G,UPDATE: AutoZone FQ3 Profit Up 6.8%,2013-05-21 07:57:00-04:00,AZO
129607,N,"Earnings Scheduled For May 21, 2013",2013-05-21 04:31:00-04:00,AZO
129611,B,UPDATE: Deutsche Bank Downgrades AutoZone to Hold As Stock Hits Price Target,2013-05-13 09:05:00-04:00,AZO
129612,B,"Deutsche Bank Downgrades AutoZone, Inc. to Hold, Maintains $410.00 PT",2013-05-13 06:35:00-04:00,AZO
129613,N,"UPDATE: Goldman Sachs Reiterates Buy Rating, Raises PT on AutoZone on Raised EPS Forecasts",2013-02-27 13:41:00-05:00,AZO
129615,N,"Goldman Sachs Maintains Buy on AutoZone, Inc., Raises PT to $435.00",2013-02-27 09:17:00-05:00,AZO
129621,N,"Earnings Scheduled For February 26, 2013",2013-02-26 04:24:00-05:00,AZO
129625,G,"Stifel Nicolaus Upgrades AutoZone, Inc. to Buy",2013-01-24 13:43:00-05:00,AZO
129627,B,UPDATE: Morgan Stanley Downgrades AutoZone to Underweight on Payroll Tax Expiration  ,2013-01-08 08:11:00-05:00,AZO
129628,B,"Morgan Stanley Downgrades AutoZone, Inc. to Underperform, Announces $340.00 PT",2013-01-08 07:14:00-05:00,AZO
129629,B,"AutoZone Spokesperson Has No Information on Block Trades in Stock at 10:09, 10:10 AM",2012-12-28 10:22:00-05:00,AZO
129631,B,UPDATE: Oppenheimer Downgrades AutoZone to Perform,2012-12-06 10:51:00-05:00,AZO
129633,B,"Oppenheimer Downgrades AutoZone, Inc. to Perform, Lowers PT to $400.00",2012-12-06 06:07:00-05:00,AZO
129634,N,"UPDATE: Goldman Sachs Group Reiterates Buy Rating, Raises PT on AutoZone",2012-12-05 09:34:00-05:00,AZO
129635,N,"Goldman Sachs Maintains Buy on AutoZone, Inc., Raises PT to $420.00",2012-12-05 07:22:00-05:00,AZO
129637,G,UPDATE: AutoZone Q1 Profit Rises 6.4%,2012-12-04 07:37:00-05:00,AZO
129641,N,"Earnings Scheduled For December 4, 2012",2012-12-04 03:07:00-05:00,AZO
129643,N,Earnings Expectations for the Week of December 3,2012-12-02 20:50:00-05:00,AZO
129644,G,The Week Ahead: First Week of December Brings Jobs Situation Into Focus,2012-11-30 17:40:00-05:00,AZO
129645,N,Earnings Expectations for the Week of November 26,2012-11-25 13:19:00-05:00,AZO
129646,B,"If Hewlett-Packard Looks Bad, AutoZone Looks a Lot Worse",2012-11-20 12:58:00-05:00,AZO
129650,N,Benzinga Mid-Day Market Update ,2012-11-01 16:08:00-04:00,AZO
129653,G,Hearing Advance Auto Parts Hires Blackstone,2012-11-01 14:53:00-04:00,AZO
129654,G,AutoZone Spikes Higher,2012-11-01 14:52:00-04:00,AZO
129656,G,US Stock Futures Up; Bernanke In Focus,2012-10-01 06:19:00-04:00,AZO
129659,N,"Goldman Sachs Maintains AutoZone at Buy, Lowers PT from $415 to $410",2012-09-20 06:45:00-04:00,AZO
129660,N,"Deutsche Bank Maintains AutoZone at Buy, Lowers PT from $425 to $410",2012-09-20 06:25:00-04:00,AZO
129661,N,Morgan Stanley Reiterates Equal-Weight Rating on AutoZone,2012-09-19 12:32:00-04:00,AZO
129663,G,Autozone Sees Some Regional Sales Improvement on Normal Winter Weather,2012-09-19 10:23:00-04:00,AZO
129664,G,On Call Autozone Says it Remains on Track With Commercial Operations Plans ,2012-09-19 10:21:00-04:00,AZO
129665,N,UPDATE: Oppenheimer Maintains AutoZone at Outperform; Margins Offsetting Weakness  ,2012-09-19 10:18:00-04:00,AZO
129666,B,On Call Autozone Says Q4 Sales Challenges Exist in Certain US Regions,2012-09-19 10:09:00-04:00,AZO
129667,N,Oppenheimer Holdings Reiterates Outperform Rating on AutoZone,2012-09-19 09:59:00-04:00,AZO
129672,B,Autozone Falls 6% Pre-Market on Mixed Earnings Report,2012-09-19 07:44:00-04:00,AZO
129673,G,UPDATE: AutoZone FQ4 Profit Up 7.4%,2012-09-19 07:31:00-04:00,AZO
129674,G,AutoZone Q4 SSS +2.1%,2012-09-19 07:13:00-04:00,AZO
129676,N,PREVIEW: Major Earnings & Economic Data for Wednesday September 19,2012-09-19 06:21:00-04:00,AZO
129677,G,US Stock Futures Up Ahead Of Economic Data,2012-09-19 06:20:00-04:00,AZO
129678,N,"Earnings Scheduled For September 19, 2012",2012-09-19 03:29:00-04:00,AZO
129680,N,Earnings Expectations for the Week of September 17,2012-09-17 07:03:00-04:00,AZO
129681,B,Autozone Falls 3% Ahead of Wednesday Earnings,2012-09-14 13:58:00-04:00,AZO
129682,B,"Goldman Sachs Downgrades AutoZone from CL-Buy to Buy, Maintains PT at $415",2012-09-04 07:30:00-04:00,AZO
129684,B,JP Morgan Says Mild Winter to Blame for Below Expected Results from AutoZone and O'Reilly,2012-06-27 10:56:00-04:00,AZO
129685,G,AutoZone Upgraded Upon Increased Analyst Faith ,2012-06-26 14:01:00-04:00,AZO
129686,G,"Benzinga's Upgrade Summary for June 26, 2012",2012-06-26 13:53:00-04:00,AZO
129687,G,UPDATE: Deutsche Bank Upgrades AutoZone to Buy on Favorable Exposure to Trends  ,2012-06-26 08:02:00-04:00,AZO
129689,N,A Peek Into The Market Before The Trading Starts,2012-06-26 07:20:00-04:00,AZO
129690,G,"Deutsche Bank Upgrades AutoZone from Hold to Buy, Raises PT from $385 to $425",2012-06-26 05:46:00-04:00,AZO
129691,G,AutoZone Receives Positive Mad Money/Jim Cramer Mention -CNBC,2012-06-14 18:34:00-04:00,AZO
129693,B,UPDATE: J.P. Morgan Lowers AutoZone's PT,2012-05-23 08:37:00-04:00,AZO
129694,N,"JP Morgan Maintains AutoZone at Overweight, Lowers PT from $435 to $425",2012-05-23 07:38:00-04:00,AZO
129695,G,UPDATE: Autozone Says It Expects New Car Sales to Increase,2012-05-22 10:12:00-04:00,AZO
129699,G,UPDATE: AutoZone Posts Rise In Q3 Profit,2012-05-22 07:30:00-04:00,AZO
129704,N,Earnings Scheduled For May 22,2012-05-22 01:51:00-04:00,AZO
129707,G,"Credit Suisse Upgrades AutoZone from Neutral to Outperform, Raises PT from $350 to $440",2012-05-18 06:14:00-04:00,AZO
129711,G, UPDATE: J.P. Morgan Upgrades Autozone from Neutral to Overweight; Increases PT,2012-04-24 08:37:00-04:00,AZO
129712,G,"JP Morgan Upgrades AutoZone from Neutral to Overweight, Raises PT from $405 to $435",2012-04-24 06:56:00-04:00,AZO
129715,G,Goldman Sachs Upgrades AutoZone to Buy; Raises Price Target,2012-04-03 12:56:00-04:00,AZO
129716,G,UPDATE: Goldman Sachs Upgrades AutoZone; Raises PT,2012-04-03 08:44:00-04:00,AZO
129718,G,"Goldman Sachs Upgrades AutoZone from Neutral to CL-Buy, Raises PT from $405 to $435",2012-04-03 06:54:00-04:00,AZO
129720,N,"UBS Maintains AutoZone at Neutral, Raises PT from $370 to $400",2012-02-29 13:12:00-05:00,AZO
129722,G,UPDATE: Citi Raises AutoZone's PT,2012-02-29 09:09:00-05:00,AZO
129725,G,UPDATE: AutoZone FQ2 Net Income Surges 13%,2012-02-28 08:28:00-05:00,AZO
129729,G,US Stock Futures Up; Economic Data In Focus,2012-02-28 06:34:00-05:00,AZO
129730,N,Earnings Scheduled For February 28,2012-02-28 05:18:00-05:00,AZO
129732,N,Citi Discusses AutoZone's Expected Earnings Catalysts,2012-02-27 11:00:00-05:00,AZO
129733,N,Earnings Expectations for the Week of February 27,2012-02-26 10:58:00-05:00,AZO
129735,N,ISI Reports Findings from 1Q12 Auto Parts Retail Price Survey,2012-02-08 09:06:00-05:00,AZO
129738,G,Goldman Sachs Upgrades AutoZone to Neutral (Yesterday),2012-01-31 07:31:00-05:00,AZO
129742,N,"Bank of America Merrill Lynch Reinstates AutoZone Coverage: Buy, $375 PO",2011-12-14 16:11:00-05:00,AZO
129743,N,Morgan Stanley Maintains Equal-Weight on AutoZone ,2011-12-13 08:13:00-05:00,AZO
129744,N,"UPDATE: JP Morgan Reiterates Neutral, Raises Target to $320 on AutoZone",2011-12-08 08:52:00-05:00,AZO
129746,N,"ISI Group Reiterates Hold, $321 Target on AutoZone",2011-12-07 11:11:00-05:00,AZO
129748,N,Stifel Nicolaus Reiterates Hold on AutoZone ,2011-12-07 09:02:00-05:00,AZO
129751,N,Earnings Roundup,2011-12-06 09:13:00-05:00,AZO
129752,N,Morgan Stanley Maintains Equal-weight on AutoZone After 1Q Earnings,2011-12-06 08:11:00-05:00,AZO
129755,G,UPDATE: AutoZone Reports 11% Rise In Q1 Profit,2011-12-06 07:37:00-05:00,AZO
129757,G,Autozone Reports Q1 EPS $4.68 vs $4.44 Est; Revenues $1.92B vs $1.89B Est,2011-12-06 07:00:00-05:00,AZO
129758,G,US Stock Futures Up After S&P Euro-Zone Warning,2011-12-06 06:29:00-05:00,AZO
129759,N,Earnings Scheduled For December 6,2011-12-06 04:09:00-05:00,AZO
129762,N,Earnings Expectations for the Week of December 5,2011-12-04 10:46:00-05:00,AZO
129763,G,"AutoZone Hits New 52-Week High, $337.62",2011-11-11 10:51:00-05:00,AZO
129765,N,"Financial Breakfast: Morning News Summary for September 29, 2011",2011-09-29 07:54:00-04:00,AZO
129766,G,Autozone Authorizes Added Buyback of $750M Shares; Says Ullyot Will Not Stand for Re-Election,2011-09-28 17:03:00-04:00,AZO
129768,B,Hearing Deutsche Bank Removes Autozone from Solar Buy List,2011-09-22 11:09:00-04:00,AZO
129771,B,Gabelli Downgrades AutoZone to Hold,2011-09-21 08:36:00-04:00,AZO
129779,G,UPDATE: AutoZone Reports 12% Rise In Q4 Profit,2011-09-20 07:42:00-04:00,AZO
129780,G,AutoZone Reports Q4 EPS $7.18 vs $6.97 Est; Revenues $2.64B vs $2.61B Est,2011-09-20 07:00:00-04:00,AZO
129781,G,US Stock Futures Signal Higher Start On Wall Street,2011-09-20 06:13:00-04:00,AZO
129782,N,Earnings Scheduled For September 20,2011-09-20 03:12:00-04:00,AZO
129787,N,Earnings Expectations for the Week of September 19,2011-09-18 08:06:00-04:00,AZO
129788,G,"Apple, Autozone and Fedex Receive Positive Mad Money/Jim Cramer Mention -CNBC ",2011-09-16 18:14:00-04:00,AZO
129789,G,Autozone Breaks to New 52-week High at $307.75,2011-08-30 09:35:00-04:00,AZO
129792,G,"Fitch Affirms Autozone at BBB, Outlook Stable",2011-08-25 14:59:00-04:00,AZO
129794,G,Oppenheimer Upgrading Autozone ,2011-08-12 09:02:00-04:00,AZO
129795,G,"Oppenheimer Upgrades AZO, BBBY, PETM To Outperform",2011-08-12 07:31:00-04:00,AZO
129796,G,"Citi Upgrades Rating, Raises PT To $326 On AZO",2011-08-10 08:57:00-04:00,AZO
129797,G,"Citigroup Upgrades AutoZone To Buy, Raises PT To $326",2011-08-10 06:25:00-04:00,AZO
129798,G,Fitch Affirms AutoZone at 'BBB'; Outlook Stable  ,2011-08-09 15:22:00-04:00,AZO
129799,N,Advance Auto Parts Earnings Preview,2011-08-09 07:54:00-04:00,AZO
129800,G,Goldman Sachs Updates on Car Parts,,
129801,G,Mad Money Lightning Round: Cramer Likes MarkWest Energy Partners,2011-07-19 02:42:00-04:00,AZO
129802,G,Monro Muffler Brake and O'Reilly Automotive to Open Near 52-Week Highs,2011-06-29 08:56:00-04:00,AZO
129803,N,Citi Maintains Hold on AutoZone,2011-05-27 07:50:00-04:00,AZO
129804,G,J.P. Morgan Comments On Impressive Quarter For AutoZone,2011-05-25 08:45:00-04:00,AZO
129814,N,Earnings Roundup For May 24,2011-05-24 08:47:00-04:00,AZO
129815,N,A Peek Into The Market Before The Trading Starts,2011-05-24 07:27:00-04:00,AZO
129816,G,UPDATE: AutoZone Reports Upbeat FQ3 Earnings,2011-05-24 07:24:00-04:00,AZO
129817,G,AutoZone Q3 Same-Store Sales +5.3%,2011-05-24 07:01:00-04:00,AZO
129818,G,AutoZone Reports Q3 EPS of $5.29 vs. $4.99 Estimate; Revenues $1.98B vs. $1.92B Estimate,2011-05-24 07:01:00-04:00,AZO
129825,G,AutoZone Hits 52-Week High (AZO),2011-04-14 11:01:00-04:00,AZO
129827,N,"Options Brief: AutoZone, Inc. (AZO)",2011-04-06 12:41:00-04:00,AZO
129828,N,J.P. Morgan Maintains Neutral on AutoZone (AZO),2011-03-03 08:55:00-05:00,AZO
129829,N,Gabelli & Company Maintains Autozone Buy (AZO),2011-03-02 09:37:00-05:00,AZO
129843,G,AutoZone Authorizes Buyback - Analyst Blog,2010-12-17 18:03:00-05:00,AZO
129844,G,AutoZone Authorizes Buyback - Analyst Blog,2010-12-17 17:26:00-05:00,AZO
129852,N,J.P. Morgan Reiterates Neutral Rating on AutoZone Inc. (AZO),2010-12-13 09:46:00-05:00,AZO
129853,N,J.P Morgan Updates Estimates On Autozone,2010-12-13 08:21:00-05:00,AZO
129857,N,J.P. Morgan Reiterates Neutral Rating on AutoZone (AZO),2010-12-08 09:34:00-05:00,AZO
129858,G,Deutsche Bank Raises AutoZone PT To $250,2010-12-08 08:53:00-05:00,AZO
129860,G,"AutoZone Beats, Profits Up 20% - Analyst Blog",2010-12-07 20:15:00-05:00,AZO
129861,G,"AutoZone Beats, Profits Up 20% - Analyst Blog",2010-12-07 16:48:00-05:00,AZO
129862,N,"News Summary (AET, AZO, MMM)",2010-12-07 09:39:00-05:00,AZO
129863,N,"Company News for December 7, 2010 - Corporate Summary",2010-12-07 09:33:00-05:00,AZO
129864,N,"Company News for December 7, 2010 - Corporate Summary",2010-12-07 09:27:00-05:00,AZO
129865,G,AutoZone at 52-week Highs in Pre-Market Trading,2010-12-07 09:16:00-05:00,AZO
129866,N,A Peek Into The Market Before The Trading Starts,2010-12-07 07:48:00-05:00,AZO
129867,G,AutoZone Beats Estimates With $3.77 EPS (AZO),2010-12-07 07:15:00-05:00,AZO
129868,N,"Earnings Scheduled For December 7 (HRB, TLB, AZO, MTN, MW, AVAV, AHCI, COO, LAYN, MIND, TTC)",2010-12-07 03:32:00-05:00,AZO
129871,N,"Week Ahead Trading Preview (LULU, GMCR, AZO, NSM)",2010-12-05 23:37:00-05:00,AZO
129872,N,J.P. Morgan Maintains Neutral Rating On Autozone (AZO),2010-12-01 11:28:00-05:00,AZO
129874,G,AutoZone Continues To Move Higher (AZO),2010-11-26 11:44:00-05:00,AZO
129875,G,AutoZone Pops To New 52-week High (AZO),2010-11-24 13:57:00-05:00,AZO
129878,G,AutoZone Is in an Uptrend ,2010-11-18 15:44:00-05:00,AZO
129885,G,AutoZone Looks Like A Strong Buy (AZO),2010-10-28 13:46:00-04:00,AZO
129892,G,AutoZone Profits Up 14% - Analyst Blog,2010-09-21 14:33:00-04:00,AZO
129894,N,AutoZone Earnings Preview,2010-09-21 07:52:00-04:00,AZO
129895,G,AutoZone Posts Upbeat Q4 Results,2010-09-21 07:48:00-04:00,AZO
129896,G,AutoZone Q4 Earnings Beat Consensus,2010-09-21 07:28:00-04:00,AZO
129897,G,AutoZone 4th Quarter Same Store Sales up 6.7%; EPS Increases 27.7% (AZO),2010-09-21 07:20:00-04:00,AZO
129900,N,Deutsche Bank Maintains Hold Rating On Autozone (AZO),2010-09-20 13:31:00-04:00,AZO
129901,N,"Company News for September 13, 2010 - Corporate Summary",2010-09-13 10:15:00-04:00,AZO
129902,B,AutoZone Downgraded To Sell,2010-09-13 07:42:00-04:00,AZO
129903,B,"Benzinga's Top Downgrades (AZO, WDC, CRH, PDS)",2010-09-13 07:40:00-04:00,AZO
129904,B,"Benzinga’s Top Downgrades (LMT, AZO, LULU, TXN)",2010-08-30 08:38:00-04:00,AZO
129907,B,Citigroup thinks AutoZone (AZO) may be idling,2010-08-06 08:58:00-04:00,AZO
129908,G,"Analysts See Opportunity In AAPL, GOOG, V, AZO, CME, ABV, IBM",2010-07-20 19:16:00-04:00,AZO
129911,G,"AutoZone And Apple To Perform Strongly (AZO, AAPL)",2010-06-22 15:21:00-04:00,AZO
129913,B,"Benzinga’s Top Pre-Market Losers (AZO, PGN, NEM, LULU)",2010-06-10 09:04:00-04:00,AZO
129914,B,"Benzinga’s Top Downgrades (AEG, ANDS, AZO, PNM)",2010-06-10 08:40:00-04:00,AZO
129917,G,AutoZone Posts Solid Q3 Results; Continues Share Gain,2010-05-26 11:41:00-04:00,AZO
129921,G,"Top Performing Industries For May 25 (AZO, BBW, CMCSA, SNFCA)",2010-05-25 13:57:00-04:00,AZO
129922,N,"Company News for May 25, 2010 - Corporate Summary",2010-05-25 09:31:00-04:00,AZO
129923,N,"Stocks To Watch For May 25 (AZO, PVH, TIVO, MDT, TSL)",2010-05-25 06:14:00-04:00,AZO
129929,G,AutoZone Reports Better Than Expected Earnings (AZO),2010-03-02 14:15:00-05:00,AZO
129930,N,"Company News for March 2, 2010 - Corporate Summary",2010-03-02 09:49:00-05:00,AZO
129936,N,"S&P Earnings Updates – ANN, AZO, BIG, CIEN, TIVO",2010-03-01 13:13:00-05:00,AZO
129945,G,Autozone’s 3Q Profit Beats Estimates,2009-12-08 07:32:00-05:00,AZO
130000,G,"Canaccord Genuity Upgrades Aspen Technology to Buy, Maintains $100 Price Target",2018-11-28 07:41:00-05:00,AZPN
130001,G,Bluestar Signs Strategic Framework Co-operation Agreement with AspenTech,2018-10-29 03:50:00-04:00,AZPN
130002,G,"Aspen Technology, Inc. Q1 Adj. EPS $0.64 Beats $0.52 Estimate, Sales $114.169M Beat $105.19M Estimate",2018-10-24 16:57:00-04:00,AZPN
130018,N,"Wedbush Maintains Neutral on Aspen Technology, Raises Price Target to $106",2018-08-10 08:58:00-04:00,AZPN
130020,N,"Baird Maintains Outperform on Aspen Technology, Raises Price Target to $114",2018-08-09 09:46:00-04:00,AZPN
130022,G,"Aspen Technology Q4 EPS $0.59 Beats $0.56 Estimate, Sales $125.96M Beat $125.66M Estimate",2018-08-08 17:35:00-04:00,AZPN
130027,G,"William Blair Growth Stock Conference Begins Today, Presenters Include: Aspen Technology, Ellie Mae, FleetCor, Catalent, SendGrid, DexCom, Discover Financial, and Okta",2018-06-12 07:16:00-04:00,AZPN
130028,N,"KeyBanc Maintains Overweight on Aspen Technology, Raises Price Target to $100.00",2018-04-26 11:00:00-04:00,AZPN
130029,N,"Wedbush Maintains Neutral on Aspen Technology, Raises Price Target to $80.00",2018-04-26 08:45:00-04:00,AZPN
130030,G,"Aspen Technology Q3 Adj. EPS $0.58 Beats $0.52 Est., Sales $125.9M Beats $121.96M Est.",2018-04-25 16:52:00-04:00,AZPN
130032,G,"Baird Upgrades Aspen Technology to Outperform, Announces Price Target to $90.00",2018-04-09 09:24:00-04:00,AZPN
130033,G,"Emerson, AspenTech Report Forming Of Alliance To Deliver Digital Technologies",2018-02-12 09:00:00-05:00,AZPN
130034,G,"Aspen Technology Acquires Apex Optimisation, Terms Not Disclosed",2018-02-05 09:13:00-05:00,AZPN
130041,G,"Aspen Technology Reports Q1 EPS $0.53 vs. $0.48 Est., Sales $122.8M vs. $121.7M Est.",2017-10-26 17:01:00-04:00,AZPN
130043,G,"Aspen Technology Reports Q4 Adj. EPS $0.79 vs $0.44 In Same Qtr. Last Year, Sales $482.9M vs $472.3M YoY",2017-08-10 16:47:00-04:00,AZPN
130048,G,"Aspen Technology Reports Q3 Adj. EPS $0.52 vs $0.43 Est., Sales $119.3M vs $117.8M Est.",2017-05-02 17:13:00-04:00,AZPN
130052,G,Stocks Hitting 52-Week Highs,2016-11-28 10:10:00-05:00,AZPN
130054,G,"Aspen Technology Reports Q1 EPS $0.49 vs. Est. $0.43, Rev. $120.1M vs. Est. $116.4M",2016-10-27 17:27:00-04:00,AZPN
130055,G,AspenTech Acquires Mtell For $37M,2016-10-27 16:57:00-04:00,AZPN
130058,G,Aspen Technology Announces $100M Accelerated Buyback,2016-08-30 09:01:00-04:00,AZPN
130059,B,Avondale Partners Downgrades Aspen Technology to Underperform,2016-08-12 08:07:00-04:00,AZPN
130060,G,"Aspen Technology Reports Q4 EPS $0.44 vs. Est. $0.39, Rev. $113.7M vs. Est. $112.8M",2016-08-11 16:26:00-04:00,AZPN
130063,G,"Aspen Technology Reports Purchase of Fidelis Group, No Terms Disclosed",2016-06-06 08:30:00-04:00,AZPN
130064,B,"JP Morgan Assumes Aspen Technology at Underweight, Announces $36.00 PT",2016-04-29 06:51:00-04:00,AZPN
130065,N,"Benchmark Maintains Hold on Aspen Technology, Raises PT to $34.00",2016-04-26 07:13:00-04:00,AZPN
130066,B,AspenTech Will Not Revise Offer for KBC,2016-02-17 16:55:00-05:00,AZPN
130068,G,"Aspen Reports Q2 EPS $0.44 vs. Est. $0.39, Rev. $119.151M vs. Est. $112.28M",2016-01-28 16:22:00-05:00,AZPN
130071,B,Benchmark Downgrades Aspen Technology to Hold,2016-01-13 07:38:00-05:00,AZPN
130072,G,AspenTech Announces to Acquire KBC for ~$230M,2016-01-12 04:20:00-05:00,AZPN
130073,G,"Aspen Technology Reports Q1 Adj. EPS $0.47 vs $0.42 Est., Sales $120.3M vs $119M Est.",2015-10-29 17:35:00-04:00,AZPN
130082,G,"Aspen Tech Reports Q2 Adj EPS $0.39 Vs Est $0.34, Sales $114.2M Vs Est $112.46M",2015-08-13 16:24:00-04:00,AZPN
130086,G,"Aspen Tech Reports Adj EPS $0.37 Vs Est $0.31, Sales $111.3M Vs Est $108.47M, CFO Mark Sullivan To Retire",2015-04-28 16:54:00-04:00,AZPN
130088,G,"Evercore Partners Initiates Coverage on Aspen Technology at Buy, Announces $45.00 PT",2015-03-19 04:56:00-04:00,AZPN
130089,G,Aspen Technology Acquires BLOWDOWN Software Technology; Terms Not Dislcosed,2015-03-12 09:06:00-04:00,AZPN
130092,B,"JP Morgan Downgrades Aspen Technology to Underweight, Lowers PT to $36.00",2015-01-22 06:17:00-05:00,AZPN
130093,B,"JP Morgan Downgrades Aspen Technology to Underweight, Lowers PT to $36.00",2015-01-22 05:31:00-05:00,AZPN
130096,B,"Canaccord Genuity Downgrades Aspen Technology, Inc. to Hold",2014-10-29 06:40:00-04:00,AZPN
130107,G,"Summit Research Upgraded Aspen Tech from Hold to Buy After Co. Crushed Q3 Estimates, Shares Now Up 15%",2014-04-30 11:40:00-04:00,AZPN
130109,G,"Aspen Technology, Inc. Sees FY2014 Sales $385.0M-387.0M vs $375.90M Est",2014-04-29 16:54:00-04:00,AZPN
130110,G,"Aspen Technology, Inc. Reports Q3 EPS of $0.28 vs $0.19 Est; Revenue of $103.60M vs $92.82M Est",2014-04-29 16:54:00-04:00,AZPN
130111,G,"AspenTech Acquires Sulsim Software from Sulphur Experts, Financial Terms Not Disclosed",2014-04-01 09:01:00-04:00,AZPN
130112,G,"Aspen Technology, Inc. Sees Q3 EPS $0.18-0.20 vs $0.18 Est; Sees Sales $91.0M-94.0M vs $93.0M Est",2014-01-30 16:55:00-05:00,AZPN
130113,G,"Aspen Technology, Inc. Sees FY2014 EPS $0.80-0.84 vs $0.72 Est; Sees Sales $372.0M-378.0M vs $365.20M Est",2014-01-30 16:55:00-05:00,AZPN
130114,G,"Aspen Technology, Inc. Reports Q2 EPS of $0.27 vs $0.17 Est; Revenue of $98.80M vs $88.53M Est",2014-01-30 16:15:00-05:00,AZPN
130115,G,"UBS Upgrades Aspen Technology, Inc. to Buy",2013-11-08 07:16:00-05:00,AZPN
130116,G,"Aspen Technology, Inc. Sees FY2014 EPS $0.69-0.74 vs $0.65 Est; Sees Sales $360.0M-368.0M vs $361.70M Est",2013-10-29 16:53:00-04:00,AZPN
130117,G,"Aspen Technology, Inc. Sees Q2 EPS $0.16-0.18 vs $0.15 Est; Sees Sales $87.0M-89.0M vs $87.80M Est",2013-10-29 16:53:00-04:00,AZPN
130118,G,"Aspen Technology, Inc. Reports Q3 EPS of $0.19 vs $0.15 Est; Revenue of $87.60M vs $85.01M Est",2013-10-29 16:10:00-04:00,AZPN
130119,B,UPDATE: J.P. Morgan Downgrades Aspen Technology on Valuation,2013-10-18 12:05:00-04:00,AZPN
130120,B,"JP Morgan Downgrades Aspen Technology, Inc. to Neutral, Raises PT to $38.00",2013-10-18 07:17:00-04:00,AZPN
130122,G,"Mid-Day Market Update: Aspen Technology Rises On Upbeat Profit, Nordstrom Shares Slip",2013-08-16 12:47:00-04:00,AZPN
130123,G,UPDATE: Pacific Crest Securities Raises PT On Aspen Technology Following FQ4 Revenue Report,2013-08-16 10:53:00-04:00,AZPN
130125,G,Stocks Hitting 52-Week Highs,2013-08-16 10:14:00-04:00,AZPN
130126,G,UPDATE: Benchmark Company Raises PT on Aspen Technology on Multiple Positive Factors,2013-08-16 08:53:00-04:00,AZPN
130127,N,"Benchmark Maintains Buy on Aspen Technology, Inc., Raises PT to $38.00",2013-08-16 07:45:00-04:00,AZPN
130129,G,"Aspen Technology, Inc. Sees Q1 EPS $0.14-0.16 vs $0.13 Est; Sees Sales $83.0M-86.0M vs $83.80M Est",2013-08-15 16:52:00-04:00,AZPN
130131,G,"Aspen Technology, Inc. Reports Q4 EPS of $0.24 vs $0.08 Est; Revenue of $83.30M vs $78.79M Est",2013-08-15 16:11:00-04:00,AZPN
130133,G,"Aspen Technology, Inc. Sees FY2013 EPS $0.41-0.42 vs $0.32 Est",2013-04-30 16:56:00-04:00,AZPN
130134,N,"Aspen Technology, Inc. Sees Q4 EPS $0.07-0.08; Sees Sales $77.0M-80.0M vs $78.20M Est",2013-04-30 16:55:00-04:00,AZPN
130136,G,"Aspen Technology, Inc. Reports Q3 EPS of $0.14 vs $0.05 Est; Revenue of $79.40M vs $73.10M Est",2013-04-30 16:14:00-04:00,AZPN
130137,G,"Aspen Technology, Inc. Reports Q3 EPS of $0.14 vs $0.05 Est; Revenue of $79.40M vs $73.10M Est",2013-04-30 16:11:00-04:00,AZPN
130138,N,"UPDATE: Canaccord Genuity Reiterates Buy Rating, Raises PT on Aspen Technology",2013-01-30 13:18:00-05:00,AZPN
130139,N,"Canaccord Genuity Maintains Buy on Aspen Technology, Inc., Raises PT to $34.00",2013-01-30 10:01:00-05:00,AZPN
130140,N,"Deutsche Bank Maintains Buy on Aspen Technology, Inc., Raises PT to $33.00",2013-01-30 09:28:00-05:00,AZPN
130141,G,"Aspen Technology, Inc. Sees FY2013 EPS $0.28-0.33 vs $0.26 Est; Sees Sales $295.0M-302.0M vs $291.60M Est",2013-01-29 16:53:00-05:00,AZPN
130142,B,"Aspen Technology, Inc. Sees Q3 EPS $0.04-0.05 vs $0.06 Est",2013-01-29 16:53:00-05:00,AZPN
130143,G,"Aspen Technology, Inc. Reports Q2 EPS of $0.13 vs $0.05 Est; Revenue of $77.30M vs $67.97M Est",2013-01-29 16:13:00-05:00,AZPN
130144,N,"Benchmark Maintains Buy on Aspen Technology, Inc., Raises PT to $33.00",2013-01-03 08:24:00-05:00,AZPN
130145,B,Negative SeekingAlpha Article on Aspen Tech,2012-11-27 11:34:00-05:00,AZPN
130146,N,"Canaccord Maintains Aspen Technology at Buy, Raises PT from $28 to $32",2012-11-02 08:45:00-04:00,AZPN
130147,N,"Deutsche Bank Maintains Aspen Technology at Buy, Raises PT from $30 to $32",2012-11-02 07:29:00-04:00,AZPN
130148,B,"Aspen Tech Sees Q2 EPS $0.04-$0.05 vs $0.05 Est, Sales $66-68M vs $70.7M; FY13 EPS $0.21-0.27 vs $0.19 Est, Sales $285-295M vs $288.3M Est",2012-11-01 08:35:00-04:00,AZPN
130149,G,Aspen Technology Reports Q1 EPS $0.08 vs $0.02 Est; Revenues $71.5M vs $64.99M Est,2012-11-01 08:34:00-04:00,AZPN
130150,G,AspenTech Acquires PSVPlus,2012-09-28 09:02:00-04:00,AZPN
130151,G,UPDATE: Deutsche Bank Increased PT to $28 on Aspen Technology on Fiscal Year Momentum,2012-08-22 07:02:00-04:00,AZPN
130152,G,UPDATE: Canaccord Genuity Raises PT to $28 on Aspen Technology Post Solid Quarter,2012-08-22 07:02:00-04:00,AZPN
